weighting,estimate,se,ci95_lo,ci95_hi,p_unadjusted,n_obs_total
equal_depth,-0.010110695165002705,0.006181361926296312,-0.02222594191595061,0.002004551585945199,0.10190776002885099,101891
observation_count,0.0142885779984392,0.00512234087941991,0.004248974358238948,0.02432818163863945,0.005279560368300399,101891
adopted_confirmatory_pooled,0.024995843985971582,0.007279011371641417,0.010729243854496907,0.039262444117446255,,101891
