metric,analysis_mode,baseline_aggregate,E_only_aggregate,L_only_aggregate,EL_aggregate,interaction_index,formula,source_file,source_file_sha256,row_count_before_filtering,row_count_after_filtering,matched_point_count,generated_at,git_commit
I_EL,finite_shot_end_to_end,1.3036802298943113,1.2524286845690007,1.950204926802554,1.9373763315763406,1.0340744657849426,"combined * baseline / (single_E * single_L), aggregate = RMS(SNR_est)",results\production_confirmatory\pointwise_gradient_statistics.parquet,99a4decf8597c9fcc5a61a8e59075d34e1cf6668714ee19e38b39258e15d1342,204800,102400,12800,2026-08-02T17:49:55.206463+00:00,cbfb588a077f91e40970d9c406e67b09e8cae3d9
J_EL,statevector_exact,0.05449746205328429,0.04456191131530095,0.06717810025113201,0.06821078510117906,1.2417603765323095,"combined * baseline / (single_E * single_L), aggregate = RMS(abs(exact_gradient))",results\production_confirmatory\raw\exact.parquet,77e54bed863de79be0d1ebb4937f015fe29a1b1cb5d58e0f216f3acd4b9bb542,25600,25600,12800,2026-08-02T17:49:55.206463+00:00,cbfb588a077f91e40970d9c406e67b09e8cae3d9
