task,task_label,n_qubits,config_id,config_name,config_label,seed,L,residual_reduction,mean_snr,median_snr,std_snr,min_snr,max_snr,n_params,n_finite_params,n_deterministic_params,deterministic_labels,mean_abs_grad
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,9,3,sum,6.3170660245179855,2.617001851790689,8.13735702372532,0.320229176192145,34.01079052157292,30,29,1,alpha_0,2.0445553485982897
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,10,3,sum,8.919013915330032,7.332160427505103,8.934579222395328,0.02989197918055005,41.95478460751825,30,29,1,alpha_0,2.2683371947629936
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,11,3,sum,6.455969469940362,2.228220005029506,9.721748952073096,0.07716914849088537,38.507215189133355,30,29,1,alpha_0,1.5773988393238778
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,12,3,sum,6.185323659212161,4.097445506537696,7.429590378367851,0.4260165100799314,35.82889884014194,30,29,1,alpha_0,1.371224991543133
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,13,3,sum,7.714533774994104,2.642495178980491,9.674037059226023,0.18713906688792398,35.18227413972237,30,29,1,alpha_0,2.1266153379665362
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,14,3,sum,6.672297682976496,4.871012389943986,6.027177934380227,0.6584643517234811,29.515403644064794,30,29,1,alpha_0,0.8356516730982383
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,15,3,sum,6.971810037968153,2.2877077787523934,10.852822183168414,0.06100816904175583,52.01935177795924,30,29,1,alpha_0,1.774186591488328
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,16,3,sum,9.001350056146944,4.0766909504096995,11.499157434223521,0.059151762008614606,49.301584972804605,30,29,1,alpha_0,2.336601282073213
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,17,3,sum,7.314068720908244,5.017798810885511,7.017079335216565,0.11270383689201297,25.03453156949897,30,29,1,alpha_0,2.4796569675243583
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,18,3,sum,7.898670450369937,2.6943098357578172,10.818065300852401,0.017401527656430337,47.60972674058417,30,29,1,alpha_0,2.1421413267724003
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,19,3,sum,6.768107549218642,2.758527416830157,10.125496471670807,0.06447452278425526,33.03038448068353,30,29,1,alpha_0,1.6601014364236741
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,20,3,sum,3.9668794188725625,1.5420836081957812,5.656893977629855,0.03965057169607939,20.820915105135768,30,29,1,alpha_0,1.382033146026111
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,21,3,sum,7.049068475028082,3.078948940584613,9.457713130678446,0.016091408507207795,39.49455658255089,30,29,1,alpha_0,1.313119124503736
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,22,3,sum,7.444541774112062,4.244082837936014,8.628596193217623,0.005432624088324302,39.20426709093718,30,29,1,alpha_0,2.199519642074143
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,23,3,sum,5.252061504427097,3.58349900967203,5.337908469905541,0.000490955110778125,20.254231149588744,30,29,1,alpha_0,2.115141400395878
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,24,3,sum,8.066652896424024,4.3845920398448985,9.026241034195582,0.012868868127775275,36.90873411269765,30,29,1,alpha_0,1.8882776889202355
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,25,3,sum,9.162385663734746,4.878258757316425,11.482142894908105,0.12222168403727589,58.84157229394261,30,29,1,alpha_0,1.6716207756465686
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,26,3,sum,5.318451620423511,2.1530289840868786,6.805108286690364,0.21506271012068645,31.41111444190755,30,29,1,alpha_0,1.3051635288697452
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,27,3,sum,5.5687501814442335,2.172442925324148,7.048176399150613,0.023269120838526093,30.219305142097078,30,29,1,alpha_0,1.8160498474576314
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,28,3,sum,8.498747889018341,2.1496275017307833,10.28291591955081,0.14295344856192435,37.89729397817745,30,29,1,alpha_0,3.5400092748993304
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,29,3,sum,7.455594355460374,5.000675836466832,7.895147189531557,0.22664948131617477,36.78137764147101,30,29,1,alpha_0,1.1918985612923199
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,30,3,sum,5.642805740648915,4.855853561441205,4.306274214082959,0.012018095978493555,14.89279002007349,30,29,1,alpha_0,1.0966290720616165
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,31,3,sum,6.34624672154739,3.1507166026773774,8.344072454156702,0.45006163852259423,43.651918238310884,30,29,1,alpha_0,1.9725527701103323
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,32,3,sum,5.378038144297382,3.6836028907145844,6.268793249976384,0.08327865889114022,33.4564882176203,30,29,1,alpha_0,0.9803193927606582
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,33,3,sum,8.433247753226679,5.653885783475873,9.30388045588256,0.30251131409848453,32.17499676945854,30,29,1,alpha_0,2.6128528961196853
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,34,3,sum,5.810488830526929,2.7160202057578173,6.667759735621148,0.18908833304873132,29.089149091625185,30,29,1,alpha_0,1.2637835352717997
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,35,3,sum,7.8028950785453235,7.12820168745412,7.257714358144628,0.17008970644211974,32.64855087156341,30,29,1,alpha_0,0.9478546215295965
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,36,3,sum,7.263893741441867,7.291098159238319,5.429366500454411,0.07181457195484996,18.677030143705633,30,29,1,alpha_0,0.9329937555313765
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,37,3,sum,5.577767898841923,2.604537906161479,7.722067302879261,0.03882018753396036,37.09528284408119,30,29,1,alpha_0,1.4821599842937128
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,38,3,sum,5.1640067153521105,2.8515701433262075,5.345212940910323,0.6677750971986925,24.22961565375221,30,29,1,alpha_0,1.0429982186564983
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,39,3,sum,8.69050457669926,6.359089960554895,7.921942332445981,0.31863647943702045,38.06795228918216,30,29,1,alpha_0,1.5019241786832807
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,40,3,sum,5.847410190564079,3.10192773319499,7.991254404055556,0.3443212420488806,39.86071588118525,30,29,1,alpha_0,1.4601321389076714
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,41,3,sum,6.976084176242732,5.449273664020279,5.349166230386525,0.8634826525992023,22.51382574985089,30,29,1,alpha_0,0.9981440779367364
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,42,3,sum,7.034446568072695,4.00105155510742,8.116318768432068,0.13590276131743603,35.086390469461,30,29,1,alpha_0,1.7906048386772375
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,43,3,sum,7.013853057899857,5.57211331177216,5.4259587037468995,0.15400171935095372,22.211868330725633,30,29,1,alpha_0,1.1853310223808968
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,44,3,sum,7.254505051249551,3.889367060651999,6.833147164444492,0.1531590304287818,23.311973763069396,30,29,1,alpha_0,2.6149208792075873
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,45,3,sum,8.86270666620936,5.961411757270283,9.013422475995103,0.15520423889201285,46.1587229796921,30,29,1,alpha_0,0.9936517056923511
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,46,3,sum,6.9601791127800645,4.103205709646576,6.8712895480328235,0.2926623555884787,21.979502527184177,30,29,1,alpha_0,2.001499416410086
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,47,3,sum,6.812551669683339,5.543782119104904,6.489578506892313,0.0351591147044667,24.23025868986173,30,29,1,alpha_0,2.096647005803933
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,48,3,sum,7.089003304616837,5.466969500310236,6.343278240883202,0.12090927401477596,23.591997459566826,30,29,1,alpha_0,1.3255027718490817
tfim_h0.5,"TFIM (J=1, h=0.5)",9,6,entanglement_residual,Entanglement + residual,49,3,sum,5.544265240083647,2.2544709821324496,10.763087864289622,0.05890086934921544,49.75629249495552,30,29,1,alpha_0,1.6056407279526124
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),0,3,sum,7.376259524854591,5.894408002561631,8.677871242940657,0.0,37.5807994092803,30,29,1,alpha_0,2.279845398682767
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),1,3,sum,5.69542855668193,2.2643741775464106,8.364577926238487,0.0,33.98844895276431,30,29,1,alpha_0,1.6955944230784388
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),2,3,sum,6.59148429657918,4.85619620290474,8.294155912938283,0.0,37.493608535413955,30,29,1,alpha_0,0.7008921108401254
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),3,3,sum,4.443604133495206,2.884702765121703,5.09275342960227,0.0,17.73379673565307,30,29,1,alpha_0,1.3381834297579684
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),4,3,sum,6.020045017763385,3.1408777152841143,9.51490120422138,0.0,44.10937042369986,30,29,1,alpha_0,0.9215271026956242
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),5,3,sum,5.136132994714584,0.4059509991022259,8.349255436791218,0.0,30.333974805956522,30,29,1,alpha_0,1.3374659877656887
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),6,3,sum,6.708910638482521,3.9163698734511234,8.001715231845903,0.0,29.119323050066857,30,29,1,alpha_0,1.2891488726841251
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),7,3,sum,5.00030798562876,1.3491935478937354,7.710030638937118,0.0,34.01937908088229,30,29,1,alpha_0,1.590245822277023
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),8,3,sum,7.502284604515882,4.339908458500039,8.312015399039124,0.0,27.43985785071982,30,29,1,alpha_0,1.9858648022923098
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),9,3,sum,5.426624015552806,1.277069808482025,9.23201072763433,0.0,40.39747960748215,30,29,1,alpha_0,1.718653230415413
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),10,3,sum,8.935455946960634,7.854271713988689,9.553076139698899,0.0,41.95478460751825,30,29,1,alpha_0,2.229347697104201
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),11,3,sum,5.742246186232546,0.8273013787924639,10.10685025401528,0.0,37.07628385933657,30,29,1,alpha_0,1.3672957038779778
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),12,3,sum,5.8008733618337995,1.5344854667460848,9.450873878223085,0.0,45.92704300146524,30,29,1,alpha_0,1.2394768238509533
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),13,3,sum,6.961059828124331,1.1715997795645468,10.246975992247055,0.0,35.18227413972237,30,29,1,alpha_0,1.8643880625476863
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),14,3,sum,3.717017227888218,1.8256382627696508,5.623723620448182,0.0,24.55289658102898,30,29,1,alpha_0,0.5309377420349681
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),15,3,sum,6.508300176732695,1.184125864546924,10.836376698290355,0.0,52.01935177795924,30,29,1,alpha_0,1.6187917603558177
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),16,3,sum,8.615023509574641,5.3284303540877795,11.753272682506223,0.0,49.301584972804605,30,29,1,alpha_0,2.198844162501585
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),17,3,sum,6.477765957724044,3.5423607533325336,7.269832011182514,0.0,23.81806124751053,30,29,1,alpha_0,2.1822536109362614
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),18,3,sum,7.469973929138427,2.5487797509225154,10.791863792441164,0.0,46.35050475387573,30,29,1,alpha_0,1.9837265138194087
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),19,3,sum,6.28779756527907,2.2041535047021568,9.562978089611835,0.0,31.678360400537624,30,29,1,alpha_0,1.5101582087777456
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),20,3,sum,3.2363674158387843,0.5035240187380021,6.143476691579177,0.0,21.246103374182553,30,29,1,alpha_0,1.155530246958162
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),21,3,sum,6.237942403287838,2.777360559048742,9.504301752186096,0.0,34.59778243298312,30,29,1,alpha_0,1.1350066625331237
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),22,3,sum,7.014292410209092,3.753899463243808,9.000527103785506,0.0,39.20426709093718,30,29,1,alpha_0,2.0359527844478342
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),23,3,sum,4.846469856498015,2.4634406753470146,5.951851156497486,0.0,23.666019644382782,30,29,1,alpha_0,1.9333407731789092
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),24,3,sum,7.374782621931443,2.759352817543102,9.19775920054002,0.0,32.89331417638639,30,29,1,alpha_0,1.661618563829897
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),25,3,sum,7.777796078997008,5.376894618060452,11.512730554879553,0.0,58.84157229394261,30,29,1,alpha_0,1.3834729790331763
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),26,3,sum,5.27115560789744,2.8972197227931056,7.342963516777589,0.0,31.41111444190755,30,29,1,alpha_0,1.2613304526952267
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),27,3,sum,4.6845476200165646,0.17997313918645874,7.5824546962932535,0.0,30.219305142097078,30,29,1,alpha_0,1.4998222206758127
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),28,3,sum,8.050172783550874,2.273317656849411,10.403813107150986,0.0,38.02547824404046,30,29,1,alpha_0,3.302843105502496
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),29,3,sum,7.463852695802384,2.99584250568586,10.31908700892922,0.0,36.4234388722109,30,29,1,alpha_0,1.0803517140200831
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),30,3,sum,4.534578258144898,2.482974034586178,4.831454215373681,0.0,15.951171412575787,30,29,1,alpha_0,0.8909966628256645
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),31,3,sum,6.222653822318079,3.8807889279356464,8.577153948938872,0.0,43.651918238310884,30,29,1,alpha_0,1.9056014314955643
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),32,3,sum,5.963235577606295,3.161512525018316,8.320611684802875,0.0,33.4564882176203,30,29,1,alpha_0,0.9810452838334789
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),33,3,sum,7.197661872575069,3.7591799998253186,8.72768404677255,0.0,26.175838411414333,30,29,1,alpha_0,2.220192020288935
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),34,3,sum,4.504087762701566,0.5038122062043655,7.309878901496498,0.0,24.861222329990678,30,29,1,alpha_0,0.9663228672735735
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),35,3,sum,6.120482554392749,2.532142238827849,8.172366825460184,0.0,32.64855087156341,30,29,1,alpha_0,0.7064125044794644
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),36,3,sum,4.435383324860643,4.05938343003445,4.788700670118386,0.0,18.456526404956936,30,29,1,alpha_0,0.6023693705839729
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),37,3,sum,4.882980928080399,1.5792918737041926,8.158808211827548,0.0,37.09528284408119,30,29,1,alpha_0,1.2607489800412675
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),38,3,sum,4.27650272054406,1.9286408832368644,6.382400905166778,0.0,25.381225891235044,30,29,1,alpha_0,0.8645459006975621
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),39,3,sum,7.768856210797177,4.0059206690869456,9.132299501172843,0.0,32.757957130988395,30,29,1,alpha_0,1.2853896530593525
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),40,3,sum,5.408947921104343,1.8424263308043125,8.610588990921597,0.0,41.53261299091052,30,29,1,alpha_0,1.3260622523588645
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),41,3,sum,4.998971700314616,2.997568168925073,5.623548730138903,0.0,22.51382574985089,30,29,1,alpha_0,0.7260561872370451
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),42,3,sum,5.869163379958714,2.314389766604694,8.274517151436326,0.0,35.086390469461,30,29,1,alpha_0,1.4635395706308147
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),43,3,sum,6.170107559902534,4.932471023280599,6.309361341834718,0.0,19.616637745927363,30,29,1,alpha_0,1.0106572060866843
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),44,3,sum,6.555756239208999,3.861947024645706,7.908433148660629,0.0,27.367847327140396,30,29,1,alpha_0,2.3208181283378857
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),45,3,sum,7.809288733085297,3.631393362898982,10.41672952182688,0.0,46.1587229796921,30,29,1,alpha_0,0.7754737666920214
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),46,3,sum,7.072908725949691,3.4435771276465155,8.178300935813118,0.0,24.263422185448345,30,29,1,alpha_0,1.9782227881801753
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),47,3,sum,6.394124744002149,5.306162610766164,6.40629446914331,0.0,24.23025868986173,30,29,1,alpha_0,1.948444455442566
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),48,3,sum,6.030616939314942,3.4291169202295873,7.075569842702747,0.0,22.810805061862652,30,29,1,alpha_0,1.086088659174679
tfim_h0.5,"TFIM (J=1, h=0.5)",9,7,combined,Combined (A+B+C),49,3,sum,5.541426284000517,1.3354333945821517,11.116097476691197,0.0,46.929527170627914,30,29,1,alpha_0,1.5783202569186787
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),0,3,sum,4.030111173953364,4.038999751953252,2.9147308274110455,0.05029778312880037,10.698135744614012,30,30,0,,0.2864351350991478
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),1,3,sum,3.9628092313079053,3.4311323780181215,3.6296568059607033,0.0976248230283808,17.168815066440498,30,30,0,,0.2751184187212852
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),2,3,sum,4.056700888523207,3.7673543331604926,2.6637733100688146,0.318921254565335,9.628365943532254,30,30,0,,0.29149395011505175
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),3,3,sum,5.627696474283585,3.478051290975146,5.633050140311723,0.06430800125482253,20.109990679665295,30,30,0,,0.4004569158863977
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),4,3,sum,4.8737015999983395,3.5667192375333525,3.5985918009182485,0.5676540070123208,11.997116940131875,30,30,0,,0.31393544315756
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),5,3,sum,4.4044331629977105,2.9961941682957374,4.282424268934074,0.04454561258520735,14.654359846273502,30,30,0,,0.29413274098571424
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),6,3,sum,5.5175207847752175,4.8721156496488,3.0360947724566145,0.91541560025204,11.550435746763666,30,30,0,,0.36152498679505907
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),7,3,sum,4.52739670134005,4.072223495341128,3.346691559119066,0.033921355012474654,12.650213756610574,30,30,0,,0.27589769154074245
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),8,3,sum,5.518358275637831,4.219169337669612,4.412478888816573,0.2768442373347851,14.753660214393717,30,30,0,,0.405095013627217
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),9,3,sum,5.959230701344645,5.498305235671955,4.553310879827535,0.17130464988656852,17.589703698122975,30,30,0,,0.38431523714146615
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),10,3,sum,4.797828009900021,4.3389150910863545,3.615635554682412,0.20617074433924165,11.327581196135927,30,30,0,,0.37085481308072593
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),11,3,sum,5.933888684075455,4.599604177873571,4.147084141355012,0.5081454351274856,15.651229492696636,30,30,0,,0.381492915826774
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),12,3,sum,5.919701563918101,5.461652488111426,2.849384593089115,0.7488470933029627,12.386041633586313,30,30,0,,0.3657272465242591
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),13,3,sum,4.626076552817129,4.185455328065287,3.250581155770859,0.018044793941855736,14.128965113093898,30,30,0,,0.39472234423490626
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),14,3,sum,4.930974122595406,4.243368830071589,4.127507142904454,0.3478459380632611,20.703509832765263,30,30,0,,0.34851253369734636
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),15,3,sum,5.095382728863644,4.413194959859856,3.8510978914974547,0.4167691823132773,17.849600984379887,30,30,0,,0.33179265889146675
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),16,3,sum,4.637280663021016,4.572042038317205,3.3826104704945554,0.10709006339239509,13.379733376393348,30,30,0,,0.324952286664916
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),17,3,sum,4.183579593712328,2.722117418814026,3.6703917895531455,0.3759445517617524,13.667116084204313,30,30,0,,0.26914129247286755
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),18,3,sum,4.655084380731602,4.344171991449228,2.900312528639592,0.07346785015730835,13.083682968657278,30,30,0,,0.3026924910926475
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),19,3,sum,5.164316390395561,4.260347444460679,3.769934252135864,0.38377438268591557,14.531332688738589,30,30,0,,0.357088894253901
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),20,3,sum,4.418278369694898,3.9905920213100607,3.374504866076269,0.08492659338357145,13.806549131544083,30,30,0,,0.3056971139928378
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),21,3,sum,5.3422834023089,3.4171782471961376,4.539284612362866,0.2032787096449449,17.032681647650247,30,30,0,,0.3548303769382758
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),22,3,sum,4.5639929663737835,3.788623066108161,4.394609850874376,0.1522562641945652,13.784923586624604,30,30,0,,0.30661487242843644
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),23,3,sum,4.497343119026122,3.560600431512875,3.9038998649120447,0.19492948934548962,15.95329948234226,30,30,0,,0.3335055031998609
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),24,3,sum,3.9501789757354207,4.0589196697985725,3.111600317075713,0.1189429341603471,9.946505217910975,30,30,0,,0.2826639455245927
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),25,3,sum,5.843950189741839,4.4638044025289085,3.517644602023461,0.46082317997205363,14.378319549755801,30,30,0,,0.4146632809523122
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),26,3,sum,4.371648198109615,2.364931484794348,5.137600106031111,0.019984377687797154,17.844875240522178,30,30,0,,0.2841414485574503
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),27,3,sum,6.3005560383837995,5.238741649010481,4.558809269560909,0.4841232545625814,23.405998000634998,30,30,0,,0.4314831875198048
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),28,3,sum,5.154985714523298,3.232541633542689,4.134291202376674,0.1723803609064107,12.559192603322773,30,30,0,,0.4135826971108371
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),29,3,sum,5.815774516381162,5.071677722565449,4.067556579849334,0.10731747340766046,15.919836283162775,30,30,0,,0.40939504349585537
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),30,3,sum,4.140769191184568,2.479861335170493,3.726344172391182,0.08096883137755621,12.09262449423825,30,30,0,,0.3223512174209124
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),31,3,sum,5.134509747474801,4.484063916427441,3.8768892465211593,0.06634080862105571,17.09629587682002,30,30,0,,0.37693907890045714
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),32,3,sum,4.613889764156997,3.2940212346364572,3.847263171200207,0.3000050433475257,16.456841710536807,30,30,0,,0.3278208639685154
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),33,3,sum,4.841936438636796,3.215373145373272,5.013164574021757,0.07766906827765808,24.855861651706995,30,30,0,,0.4047563211931161
tfim_h0.5,"TFIM (J=1, h=0.5)",10,1,baseline,Baseline (HEA),34,3,sum,6.114449432060263,5.775467219559491,3.9460242231673357,0.3175078630323511,15.686786039842161,30,30,0,,0.3547429041745826
