depth,estimate,se,ci95_lo,ci95_hi,p_unadjusted,n_obs_eligible,n_zero_variance,sign,ci_excludes_zero
1,0.13322335276770392,0.020397362368429296,0.09324525714596987,0.17320144838943796,6.515729001310435e-11,6274,126,positive,True
2,0.04794883973196576,0.014344440734519188,0.01983425251393887,0.07606342694999264,0.0008297426087762902,12667,133,positive,True
3,0.07666334646961147,0.011680496331088565,0.053769994339125646,0.09955669860009729,5.260729650166462e-11,19077,123,positive,True
4,0.027226257430534063,0.01010230885900086,0.007426095906192448,0.04702641895487568,0.007037744333157041,25496,104,positive,True
6,0.02067359490190493,0.008241147767491014,0.00452124208634987,0.03682594771745999,0.012121683203314002,38301,99,positive,True
