estimand,estimate_original,se_original,ci_lo_original,ci_hi_original,estimate_seed,se_seed,ci_lo_seed,ci_hi_seed,difference_seed_minus_original,difference_se,difference_ci_lo,difference_ci_hi,difference_p_raw
adopted_pooled,0.0040427967996562,0.0010812660133762,0.0019235543557316,0.0061620392435809,0.00772562533718829,0.0010888318741472493,0.005591554078640492,0.009859696595736088,0.00368282853753209,0.0015345002580128399,0.0006752632975595032,0.006690393777504676,0.016394256986385254
