floor,treatment,n_obs,converged,singular_fit,E:L_estimate,E:L_se,E:L_ci95_lo,E:L_ci95_hi,error
0.0,complete_case_exclusion (production baseline),101891,True,False,0.024995843985971582,0.007279011371641417,0.010729243854496907,0.039262444117446255,
1e-12,variance_floor=1.000e-12,102400,True,False,0.018169539637062932,0.007288339096226387,0.0038846575013440077,0.032454421772781857,
6.227451072756091e-11,variance_floor=6.227e-11,102400,True,False,0.018169539637062932,0.007288339096226387,0.0038846575013440077,0.032454421772781857,
1e-09,variance_floor=1.000e-09,102400,True,False,0.018169539637062932,0.007288339096226387,0.0038846575013440077,0.032454421772781857,
8.246974048968847e-07,variance_floor=8.247e-07,102400,True,False,0.018169539637062932,0.007288339096226387,0.0038846575013440077,0.032454421772781857,
1.0579851428657802e-05,variance_floor=1.058e-05,102400,True,False,0.018169539637062932,0.007288339096226387,0.0038846575013440077,0.032454421772781857,
0.001,variance_floor=1.000e-03,102400,True,False,0.018169539637062932,0.007288339096226387,0.0038846575013440077,0.032454421772781857,
