E,L,n_cells,mean_abs_bias,median_abs_bias,sign_agreement_rate,mean_SNR_exact
0,0,25219,0.007288156269381164,0.002423908522475031,0.774376462191205,0.6048461580801396
0,1,25600,0.01249409096421982,0.006006782518066729,0.8223046875,1.0158296022475244
1,0,25472,0.007919387835205995,0.0028655334366590617,0.8146199748743719,0.7155395927973766
1,1,25600,0.013648757123825293,0.006307802354995947,0.8619140625,1.1331231928305376
