pair,M_0,M_A,M_B,M_AB,I_AB,I_AB_undefined_reason,G_0,G_A,G_B,G_AB,J_AB,J_AB_undefined_reason,interpretation
E_L,1.484094856320368,1.3596792838039355,2.1412782651041637,2.103594964452974,1.0722947829615614,,0.05449746205328429,0.04456191131530095,0.06717810025113201,0.06821078510117906,1.2417603765323095,,super-additive fold change
E_R,1.484094856320368,1.3596792838039355,1.467843922707613,1.3899682670762565,1.0335944902920975,,0.05449746205328429,0.04456191131530095,0.060488641366063856,0.05854898012516266,1.1837444945014746,,super-additive fold change
L_R,1.484094856320368,2.1412782651041637,1.467843922707613,2.111663115895868,0.9970875792978257,,0.05449746205328429,0.06717810025113201,0.060488641366063856,0.0739716756996914,0.9920651337627734,,sub-additive fold change
