dataset,configuration_id,E,L,R,depth,metric,n,mean,median,sd,q1,q3,iqr,minimum,maximum,bootstrap_median,bootstrap_ci_lo,bootstrap_ci_hi
independent_seed,2,1,0,0,1,prepared_state_energy,50,-0.11205725351149134,-0.06792268409458026,1.2552486172163733,-1.0837416096673542,0.72386409942253,1.8076057090898843,-2.4352898901982103,2.6168535410901845,-0.11364680294425478,-0.4453304962972057,0.22200817746200907
independent_seed,2,1,0,0,1,normalized_prepared_state_energy,50,0.48365098645003635,0.4900901650913806,0.18313920793480062,0.3418834505943512,0.6056108694345039,0.2637274188401527,0.1446942418693387,0.8817956683827394,0.4834190731699922,0.4350268359251867,0.5323907162436112
independent_seed,2,1,0,0,1,prepared_state_fidelity,50,0.06380836766026202,0.020814332676343444,0.10184404955378373,0.0059101067535432435,0.055577032687163935,0.049666925933620695,2.410276187406362e-07,0.38992671860219325,0.06327029877987553,0.03803343540975389,0.09206601799481903
independent_seed,2,1,0,0,1,prepared_state_infidelity,50,0.9361916323397381,0.9791856673236565,0.10184404955378375,0.9444229673128361,0.9940898932464568,0.049666925933620654,0.6100732813978067,0.9999997589723812,0.9367297012201249,0.9079339820051813,0.9619665645902462
independent_seed,2,1,0,0,2,prepared_state_energy,50,0.026593783507415158,-0.053420029909707935,1.029003814182929,-0.6208113605137852,0.7308909411850053,1.3517023016987904,-2.040364937751455,2.720430759392636,0.018531078363835843,-0.24907943923687645,0.3023565803400067
independent_seed,2,1,0,0,2,normalized_prepared_state_energy,50,0.5038799998508169,0.49220608425188905,0.15013037330346343,0.409424396663707,0.606636076885054,0.19721168022134705,0.2023132999529696,0.896907455370457,0.5027036612247037,0.46365962042177444,0.5441134480276419
independent_seed,2,1,0,0,2,prepared_state_fidelity,50,0.0490429542944434,0.01188863352708035,0.09223048429972898,0.00393412927601701,0.03914586366917972,0.03521173439316271,4.830703656729865e-06,0.4371258698573501,0.04834684423957927,0.026217475104298938,0.07736891667291873
independent_seed,2,1,0,0,2,prepared_state_infidelity,50,0.9509570457055565,0.9881113664729196,0.09223048429972898,0.9608541363308203,0.996065870723983,0.03521173439316272,0.5628741301426499,0.9999951692963432,0.9516531557604206,0.9226310833270811,0.973782524895701
independent_seed,2,1,0,0,3,prepared_state_energy,50,0.06741207172379081,0.02461561135855203,1.1142473950319596,-0.6920868666746145,0.788804518461609,1.4808913851362235,-2.071761133857688,2.6629291511202884,0.07546116321268406,-0.23675346838055517,0.3877486358567834
independent_seed,2,1,0,0,3,normalized_prepared_state_energy,50,0.5098353372004639,0.5035913870011132,0.16256730544909476,0.3990253891966498,0.6150855955904626,0.2160602063938128,0.19773263409267808,0.8885180424290369,0.511009689611335,0.4654579641990094,0.5565720424421468
independent_seed,2,1,0,0,3,prepared_state_fidelity,50,0.03806636974474367,0.009311380923378125,0.056682583068238354,0.00197222684662998,0.06355872378071277,0.06158649693408279,4.6842294302620544e-08,0.24427199700758914,0.03732846139599687,0.023360966427430244,0.05444752232983761
independent_seed,2,1,0,0,3,prepared_state_infidelity,50,0.9619336302552562,0.9906886190766219,0.05668258306823837,0.9364412762192873,0.99802777315337,0.06158649693408269,0.7557280029924108,0.9999999531577057,0.962671538604003,0.9455524776701624,0.9766390335725695
independent_seed,2,1,0,0,4,prepared_state_energy,50,0.08746003833745779,0.2616789421168504,1.0648489652052837,-0.6397421497361916,0.8292630085160255,1.4690051582522172,-2.173180750890971,2.2882656495903824,0.09674821966748812,-0.19608199423950545,0.3725412576535555
independent_seed,2,1,0,0,4,normalized_prepared_state_energy,50,0.5127603105292315,0.5381786313366126,0.15536013613809224,0.4066624181231845,0.6209884388369544,0.21432602071376994,0.18293563843956548,0.8338551047677891,0.5141154446027576,0.4713918815581462,0.5543533049261635
independent_seed,2,1,0,0,4,prepared_state_fidelity,50,0.06412711142927788,0.017454323776276204,0.10961452881038342,0.004699503083337992,0.06760581950619785,0.06290631642285985,2.166942304688176e-05,0.506566715239427,0.06303470143492602,0.037512912310997217,0.09637415839899426
independent_seed,2,1,0,0,4,prepared_state_infidelity,50,0.9358728885707219,0.9825456762237238,0.10961452881038342,0.9323941804938022,0.995300496916662,0.06290631642285982,0.493433284760573,0.9999783305769531,0.936965298565074,0.9036258416010058,0.9624870876890027
independent_seed,2,1,0,0,6,prepared_state_energy,50,-0.05830659787831772,0.056829879573895375,0.884509576337635,-0.626985144227267,0.4761768195704722,1.1031619637977392,-2.0032407901155564,1.4825130103032758,-0.059364351845437674,-0.2989781513042779,0.18877778704914502
