depth,estimate,se,ci_lo,ci_hi,p_raw,p_holm_within_dataset,n_rows,n_matched_parameters_per_initialization,n_initialization_clusters,contrast_expression,contrast_vector_nonzero
1,0.0018622672726539592,0.004344632462062117,-0.006653055879051373,0.010377590424359292,0.668187909308608,0.668187909308608,1600,4,50,"E_c:L_c at D=1, averaged equally over R_c","E_c:L_c=1;E_c:L_c:C(depth, Sum)[S.1]=1"
2,0.003119779483297068,0.0030721190756873274,-0.002901463261268574,0.00914102222786271,0.3098609458584406,0.6197218917168812,3200,8,50,"E_c:L_c at D=2, averaged equally over R_c","E_c:L_c=1;E_c:L_c:C(depth, Sum)[S.2]=1"
3,0.006249973906829067,0.002508374721501549,0.001333649792955343,0.011166298020702792,0.012715382886170247,0.038146148658510744,4800,12,50,"E_c:L_c at D=3, averaged equally over R_c","E_c:L_c=1;E_c:L_c:C(depth, Sum)[S.3]=1"
4,0.007885154528646689,0.0021723162310310577,0.0036274929527940246,0.012142816104499354,0.00028359989813781655,0.0011343995925512662,6400,16,50,"E_c:L_c at D=4, averaged equally over R_c","E_c:L_c=1;E_c:L_c:C(depth, Sum)[S.4]=1"
6,0.010869606553448423,0.0017736887753306621,0.0073932404340173695,0.014345972672879476,8.885143068424543e-10,4.4425715342122716e-09,9600,24,50,"E_c:L_c at D=6, averaged equally over R_c","E_c:L_c=1;E_c:L_c:C(depth, Sum)[S.1]=-1;E_c:L_c:C(depth, Sum)[S.2]=-1;E_c:L_c:C(depth, Sum)[S.3]=-1;E_c:L_c:C(depth, Sum)[S.4]=-1"
