depth,1,2,3,4,6
1,1.887583123040393e-05,-4.235164736271502e-21,4.235164736271502e-22,-5.082197683525802e-21,-4.235164736271502e-22
2,-4.235164736271502e-21,9.43791561520196e-06,-1.0587911840678754e-21,-1.6940658945086007e-21,2.117582368135751e-22
3,-2.964615315390051e-21,-2.117582368135751e-22,6.291943743467972e-06,-4.235164736271502e-22,4.235164736271502e-22
4,-9.529120656610879e-22,-9.529120656610879e-22,-5.293955920339377e-22,4.718957807600979e-06,4.235164736271502e-22
6,4.235164736271502e-22,-4.235164736271502e-22,-4.235164736271502e-22,4.235164736271502e-22,3.1459718717339843e-06
