# SUPERSEDED confirmatory_hypotheses.csv: this is the ORIGINAL pooled-mode fit (finite_shot_conditional + finite_shot_end_to_end rows combined into one model with no analysis_mode term -- a bug, not a valid design; see verification/mode_pooling_guard.md and verification/conditional_vs_endtoend_comparison.md). Superseded 2026-07-29 by the end-to-end-only fit now at results/confirmatory_hypotheses.csv (see verification/confirmatory_numbers_adopted.md). Kept here for reference since the mode-sensitivity finding itself is a reportable result. Re-parse with pandas.read_csv(..., comment="#") to skip this header line.
hypothesis,coefficient_label,coefficient_name,outcome_scale,estimate,standard_error,wald_statistic,p_unadjusted,p_value_method,bootstrap_ci_lo,bootstrap_ci_hi,p_holm,reject_after_holm,family_wise_alpha,interpretation
H1,eta_EL,E:L,asinh(abs(exact_gradient)),0.004345925498518687,0.001529141060649773,2.8420697150542713,0.004482168916526863,wald_normal,,,0.013446506749580589,True,0.05,Rejected H0 (two-sided); bootstrap CI direction not conclusive.
H2,beta_EL,E:L,asinh(SNR_est),0.023732497772941185,0.005650149806340926,4.200330714471889,2.6652538445137708e-05,wald_normal,,,0.00010661015378055083,True,0.05,Rejected H0 (two-sided); bootstrap CI direction not conclusive.
H3,beta_ER,E:R,asinh(SNR_est),0.0035278500355965282,0.00567454968852962,0.6216969150393781,0.5341411805331999,wald_normal,,,1.0,False,0.05,"Failed to reject H0 after Holm correction; this is not evidence of additivity, equivalence, or that the interventions have identical effects."
H4,beta_LRd,L:R:depth_z,asinh(SNR_est),0.0005109327891797535,0.004162305902218957,0.12275233997274715,0.9023032159273534,wald_normal,,,1.0,False,0.05,"Failed to reject H0 after Holm correction; this is not evidence of additivity, equivalence, or that the interventions have identical effects."
