hypothesis,coefficient_label,coefficient_name,outcome_scale,estimate,standard_error,wald_statistic,p_unadjusted,p_value_method,bootstrap_ci_lo,bootstrap_ci_hi,p_holm,reject_after_holm,family_wise_alpha,interpretation
H1,eta_EL,E:L,asinh(abs(exact_gradient)),0.0063488938346828285,0.0015398408035631164,4.123084555229215,3.7383239207100516e-05,wald_normal,,,0.00011214971762130155,True,0.05,Rejected H0 (two-sided); bootstrap CI direction not conclusive.
H2,beta_EL,E:L,asinh(SNR_est),0.04929367509476916,0.007172637597203423,6.872461410010249,6.310285627364465e-12,wald_normal,,,2.524114250945786e-11,True,0.05,Rejected H0 (two-sided); bootstrap CI direction not conclusive.
H3,beta_ER,E:R,asinh(SNR_est),-0.01423979096277246,0.007187948246578569,-1.981064759272653,0.047584011691517825,wald_normal,,,0.09516802338303565,False,0.05,"Failed to reject H0 after Holm correction; this is not evidence of additivity, equivalence, or that the interventions have identical effects."
H4,beta_LRd,L:R:depth_z,asinh(SNR_est),-0.007260157335621328,0.005279788615692045,-1.375084849806948,0.16910514071555882,wald_normal,,,0.16910514071555882,False,0.05,"Failed to reject H0 after Holm correction; this is not evidence of additivity, equivalence, or that the interventions have identical effects."
