hypothesis,coefficient_label,coefficient_name,outcome_scale,estimate,standard_error,wald_statistic,p_unadjusted,p_value_method,bootstrap_ci_lo,bootstrap_ci_hi,p_holm,reject_after_holm,family_wise_alpha,interpretation
H1,eta_EL,E:L,asinh(abs(exact_gradient)),-0.009848568767401,0.0131434994916866,-0.7493110015053676,0.4536697784309549,wald_normal,-0.0188628072832659,0.0008891880344948661,1.0,False,0.05,"Failed to reject H0 after Holm correction; this is not evidence of additivity, equivalence, or that the interventions have identical effects."
H2,beta_EL,E:L,asinh(SNR_est),-0.0445474612492001,0.0838555367939657,-0.5312405471645107,0.5952520983894452,wald_normal,-0.8492252407425571,0.24819424132040702,1.0,False,0.05,"Failed to reject H0 after Holm correction; this is not evidence of additivity, equivalence, or that the interventions have identical effects."
H3,beta_ER,E:R,asinh(SNR_est),-0.0255962013926047,0.0912282882469423,-0.2805730753526734,0.77903786956327,wald_normal,-0.1953919713230527,0.08399573650572206,1.0,False,0.05,"Failed to reject H0 after Holm correction; this is not evidence of additivity, equivalence, or that the interventions have identical effects."
H4,beta_LRd,L:R:depth_z,asinh(SNR_est),0.0316332521570562,0.0654343042146943,0.4834352949374292,0.6287866924837631,wald_normal,-0.21587715630228763,0.3789875448123789,1.0,False,0.05,"Failed to reject H0 after Holm correction; this is not evidence of additivity, equivalence, or that the interventions have identical effects."
